t (s); x (mm); v (m/s); mdot (kg/s)
2.336555e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.337288e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.338020e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.338752e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.339484e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.340217e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.340949e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.341681e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.342413e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.343146e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.343878e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.344610e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.345342e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.346074e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.346807e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.347539e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.348271e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.349003e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.349736e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.350468e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.351200e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.351932e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.352665e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.353397e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.354129e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.354861e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.355594e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.356326e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.357058e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.357790e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.358522e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.359255e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.359987e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.360719e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.361451e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.362184e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.362916e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.363648e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.364380e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.365113e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.365845e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.366577e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.367309e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.368041e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.368774e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.369506e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.370238e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.370970e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.371703e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.372435e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.373167e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.373899e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.374632e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.375364e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.376096e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.376828e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.377561e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.378293e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.379025e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.379757e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.380489e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.381222e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.381954e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.382686e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.383418e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.384151e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.384883e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.385615e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.386347e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.387080e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.387812e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.388544e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.389276e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.390008e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.390741e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.391473e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.392205e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.392937e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.393670e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.394402e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.395134e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.395866e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.396599e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.397331e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.398063e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.398795e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.399527e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.400260e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.400992e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.401724e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.402456e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.403189e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.403921e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.404653e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.405385e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.406118e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.406850e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.407582e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.408314e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.409047e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.409779e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.410511e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.411243e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.411975e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.412708e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.413440e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.414172e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.414904e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.415637e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.416369e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.417101e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.417833e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.418566e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.419298e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.420030e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.420762e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.421494e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.422227e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.422959e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.423691e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.424423e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.425156e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.425888e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.426620e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.427352e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.428085e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.428817e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.429549e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.430281e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.431014e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.431746e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.432478e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.433210e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.433942e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.434675e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.435407e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.436139e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.436871e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.437604e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.438336e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.439068e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.439800e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.440533e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.441265e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.441997e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.442729e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.443461e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.444194e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.444926e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.445658e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.446390e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.447123e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.447855e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.448587e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.449319e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.450052e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.450784e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.451516e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.452248e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.452981e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.453713e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.454445e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.455177e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.455909e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.456642e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.457374e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.458106e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.458838e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.459571e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.460303e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.461035e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.461767e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.462500e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.463232e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.463964e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.464696e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.465428e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.466161e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.466893e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.467625e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.468357e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.469090e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.469822e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.470554e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.471286e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.472019e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.472751e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.473483e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.474215e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.474947e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.475680e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.476412e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.477144e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.477876e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.478609e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.479341e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.480073e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.480805e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.481538e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.482270e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.483002e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.483734e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.484467e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.485199e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.485931e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.486663e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.487395e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.488128e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.488860e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.489592e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.490324e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.491057e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.491789e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.492521e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.493253e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.493986e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.494718e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.495450e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.496182e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.496914e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.497647e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.498379e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.499111e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.499843e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.500576e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.501308e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.502040e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.502772e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.503505e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.504237e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.504969e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.505701e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.506434e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.507166e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.507898e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.508630e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.509362e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.510095e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.510827e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.511559e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.512291e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.513024e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.513756e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.514488e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.515220e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.515953e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.516685e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.517417e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.518149e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.518881e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.519614e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.520346e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.521078e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.521810e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.522543e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.523275e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.524007e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.524739e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.525472e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.526204e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.526936e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.527668e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.528401e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.529133e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.529865e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.530597e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.531329e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.532062e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.532794e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.533526e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.534258e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.534991e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.535723e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.536455e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.537187e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.537920e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.538652e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.539384e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.540116e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.540848e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.541581e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.542313e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.543045e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.543777e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.544510e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.545242e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.545974e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.546706e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.547439e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.548171e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.548903e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.549635e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.550367e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.551100e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.551832e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.552564e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.553296e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.554029e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.554761e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.555493e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.556225e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.556958e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.557690e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.558422e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.559154e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.559887e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.560619e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.561351e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.562083e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.562815e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.563548e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.564280e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.565012e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.565744e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.566477e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.567209e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.567941e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.568673e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.569406e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.570138e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.570870e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.571602e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.572334e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.573067e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.573799e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.574531e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.575263e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.575996e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.576728e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.577460e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.578192e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.578925e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.579657e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.580389e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.581121e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.581854e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.582586e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.583318e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.584050e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.584782e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.585515e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.586247e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.586979e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.587711e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.588444e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.589176e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.589908e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.590640e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.591373e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.592105e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.592837e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.593569e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.594301e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.595034e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.595766e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.596498e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.597230e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.597963e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.598695e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.599427e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.600159e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.600892e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.601624e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.602356e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.603088e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.603820e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.604553e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.605285e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.606017e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.606749e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.607482e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.608214e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.608946e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.609678e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.610411e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.611143e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.611875e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.612607e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.613340e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.614072e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.614804e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.615536e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.616268e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.617001e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.617733e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.618465e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.619197e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.619930e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.620662e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.621394e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.622126e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.622859e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.623591e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.624323e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.625055e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.625787e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.626520e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.627252e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.627984e+00; 1.000000e+01; +0.000000e+00; +2.824859e+01
